,loss,accuracy,auc,val_loss,val_accuracy,val_auc,lr
0,1.1704936027526855,0.5474683046340942,0.6358486413955688,1.1503256559371948,0.5315955877304077,0.6568332314491272,0.0010000000474974513
1,1.0387436151504517,0.5973101258277893,0.6746046543121338,0.983119010925293,0.6382306814193726,0.750512957572937,0.0010000000474974513
2,1.0217077732086182,0.6127372980117798,0.699724555015564,0.9793685674667358,0.6248025298118591,0.7421454787254333,0.0010000000474974513
3,1.0071748495101929,0.6184730529785156,0.7072845697402954,1.0364633798599243,0.6042653918266296,0.7297993302345276,0.0010000000474974513
4,0.9952125549316406,0.6198575496673584,0.714966356754303,0.9406999945640564,0.6374407410621643,0.7653311491012573,0.0010000000474974513
5,0.9827856421470642,0.623813271522522,0.7174950838088989,0.9620183110237122,0.620853066444397,0.7571767568588257,0.0010000000474974513
6,0.9894849061965942,0.6178796887397766,0.7297478914260864,0.9444289207458496,0.6366508603096008,0.7704881429672241,0.0010000000474974513
7,0.9671611189842224,0.6210442781448364,0.7395133376121521,1.0943899154663086,0.6082148551940918,0.74391770362854,0.0010000000474974513
8,0.9259682893753052,0.6428006291389465,0.764507532119751,0.9055004119873047,0.6516587734222412,0.7806164622306824,0.00010000000474974513
9,0.9016901850700378,0.6503164172172546,0.7793639898300171,0.8930532336235046,0.6516587734222412,0.7910466194152832,0.00010000000474974513
10,0.8836349844932556,0.6609967947006226,0.782410204410553,0.8842474818229675,0.6642969846725464,0.7960339188575745,0.00010000000474974513
11,0.8762158155441284,0.6602056622505188,0.787113606929779,0.8859514594078064,0.6563981175422668,0.7938188314437866,0.00010000000474974513
12,0.8635164499282837,0.6663370132446289,0.7990999817848206,0.8928406834602356,0.6627172231674194,0.7981827855110168,0.00010000000474974513
13,0.8668752312660217,0.6637657880783081,0.7986636161804199,0.8730462193489075,0.660347580909729,0.8017315864562988,0.00010000000474974513
14,0.8446657657623291,0.670688271522522,0.8133751153945923,0.8935768008232117,0.6595576405525208,0.794384777545929,0.00010000000474974513
15,0.8378097414970398,0.6704905033111572,0.8086389303207397,0.871597945690155,0.6706161499023438,0.803842306137085,0.00010000000474974513
16,0.8240162134170532,0.6758306622505188,0.8170248866081238,0.8865073919296265,0.6595576405525208,0.8043155074119568,0.00010000000474974513
17,0.8262141346931458,0.6734572649002075,0.8168458938598633,0.8840146064758301,0.6627172231674194,0.8030234575271606,0.00010000000474974513
18,0.7993080615997314,0.6896756291389465,0.8266958594322205,0.8868626952171326,0.6642969846725464,0.8075687289237976,0.00010000000474974513
19,0.7991328835487366,0.6914556622505188,0.8313146829605103,0.8717769980430603,0.669036328792572,0.808091938495636,1.0000000656873453e-05
20,0.7883777022361755,0.6926423907279968,0.8362846374511719,0.8768516182899475,0.6721959114074707,0.8080857992172241,1.0000000656873453e-05
21,0.793083131313324,0.6928401589393616,0.8318646550178528,0.8821576833724976,0.6666666865348816,0.8057079911231995,1.0000000656873453e-05
22,0.7800217270851135,0.6934335231781006,0.8378487229347229,0.8807108998298645,0.6666666865348816,0.8073782920837402,1.0000001111620804e-06
23,0.7709389328956604,0.7027294039726257,0.8384280800819397,0.8795788288116455,0.6706161499023438,0.8067986965179443,1.0000001111620804e-06
24,0.7999537587165833,0.6910600662231445,0.8314335346221924,0.8799912929534912,0.6635071039199829,0.807754397392273,1.0000001111620804e-06
25,0.777755081653595,0.7009493112564087,0.8402994871139526,0.8788668513298035,0.6682464480400085,0.8064610958099365,9.999999974752427e-07
26,0.7811723351478577,0.6975870132446289,0.8368366360664368,0.8787585496902466,0.6658768057823181,0.8075256943702698,9.999999974752427e-07
27,0.7851090431213379,0.6979825496673584,0.8356139659881592,0.8797071576118469,0.669036328792572,0.8071113228797913,9.999999974752427e-07
28,0.7867992520332336,0.6965980529785156,0.83652663230896,0.8802484273910522,0.669036328792572,0.8059880137443542,9.999999974752427e-07
29,0.7772621512413025,0.6985759139060974,0.8423991799354553,0.880172073841095,0.6674565672874451,0.8068177103996277,9.999999974752427e-07
