,loss,accuracy,auc,val_loss,val_accuracy,val_auc,lr
0,1.469516634941101,0.5551819205284119,0.6418548822402954,1.6066218614578247,0.6018957495689392,0.735802412033081,0.0010000000474974513
1,1.3540382385253906,0.6166930198669434,0.710528552532196,1.5317875146865845,0.5631911754608154,0.7562458515167236,0.0010000000474974513
2,1.3453415632247925,0.6135284304618835,0.7211902737617493,3.8116939067840576,0.4099526107311249,0.6016011238098145,0.0010000000474974513
3,1.3142307996749878,0.6218354105949402,0.7373107075691223,1.3173539638519287,0.6358609795570374,0.7544247508049011,0.0010000000474974513
4,1.273234486579895,0.6317246556282043,0.7557060122489929,1.2681260108947754,0.6279621124267578,0.7795876264572144,0.0010000000474974513
5,1.2499065399169922,0.643789529800415,0.7610811591148376,1.2834731340408325,0.6445497870445251,0.7821524739265442,0.0010000000474974513
6,1.2584612369537354,0.6335046887397766,0.7629531025886536,1.2223801612854004,0.6366508603096008,0.7916743159294128,0.0010000000474974513
7,1.222654938697815,0.6441850662231445,0.7755897045135498,1.3783766031265259,0.6074249744415283,0.7703190445899963,0.0010000000474974513
8,1.2000818252563477,0.6469540596008301,0.7861979603767395,1.2631211280822754,0.6461295485496521,0.7792167067527771,0.0010000000474974513
9,1.1850839853286743,0.6520965099334717,0.7927784323692322,1.2273597717285156,0.6516587734222412,0.7971585988998413,0.0010000000474974513
10,1.1271387338638306,0.674446165561676,0.8131585717201233,1.1631593704223633,0.6674565672874451,0.8045550584793091,0.00010000000474974513
11,1.0903124809265137,0.691257894039154,0.8298724293708801,1.1598193645477295,0.6611374616622925,0.8063802123069763,0.00010000000474974513
12,1.0732144117355347,0.6983781456947327,0.8391926884651184,1.1727397441864014,0.6682464480400085,0.8027379512786865,0.00010000000474974513
13,1.076548457145691,0.6975870132446289,0.8356061577796936,1.156516432762146,0.6658768057823181,0.80674147605896,0.00010000000474974513
14,1.0551737546920776,0.7027294039726257,0.8472009897232056,1.157702088356018,0.6682464480400085,0.8058232069015503,0.00010000000474974513
15,1.0511656999588013,0.7054983973503113,0.8434692621231079,1.1478229761123657,0.6753554344177246,0.8079540133476257,0.00010000000474974513
16,1.0399693250656128,0.7086629271507263,0.8494645357131958,1.1582170724868774,0.6682464480400085,0.8071355819702148,0.00010000000474974513
17,1.02640962600708,0.7108385562896729,0.8554678559303284,1.171263337135315,0.6777251362800598,0.8043327927589417,0.00010000000474974513
18,1.002105712890625,0.7209255695343018,0.864321768283844,1.176792860031128,0.6769352555274963,0.8046261072158813,0.00010000000474974513
19,1.002771019935608,0.7217167615890503,0.8644527196884155,1.1729623079299927,0.6808846592903137,0.8053046464920044,1.0000000656873453e-05
