,loss,auc,val_loss,val_auc,lr
0,0.5000075101852417,0.8138823509216309,0.6680133938789368,0.5149990320205688,9.999999747378752e-05
1,0.4468407928943634,0.8604221940040588,0.7444907426834106,0.4376615881919861,0.00013333333481568843
2,0.44493797421455383,0.8594735860824585,2.0357275009155273,0.47901493310928345,0.00016666666488163173
3,0.45644572377204895,0.8509396910667419,1.2760653495788574,0.48201194405555725,0.00019999999494757503
4,0.4297596514225006,0.8715975880622864,1.0723717212677002,0.4964776933193207,0.00019999999494757503
5,0.4205770790576935,0.8757790923118591,1.9157270193099976,0.5080369114875793,0.00019999999494757503
6,0.4159674048423767,0.88166344165802,1.4013725519180298,0.5541229248046875,0.00019999999494757503
7,0.41982826590538025,0.8783413171768188,0.6731420755386353,0.6522103548049927,8.006000280147418e-05
8,0.3837824761867523,0.9041451215744019,0.6367513537406921,0.683300256729126,3.2084000849863514e-05
9,0.3427651524543762,0.9254248142242432,0.564082682132721,0.7557828426361084,1.2893599887320306e-05
10,0.3306761085987091,0.9306397438049316,0.5379660725593567,0.791835367679596,5.217440047999844e-06
11,0.3254084885120392,0.933051347732544,0.5261741876602173,0.8153513073921204,2.1469759303727187e-06
12,0.31725990772247314,0.9379962086677551,0.5170953869819641,0.8385692834854126,9.187904197460739e-07
13,0.3186432421207428,0.9368719458580017,0.49038881063461304,0.8619966506958008,4.275161700206809e-07
14,0.319497287273407,0.9353196024894714,0.46161743998527527,0.8800362348556519,2.3100646728835272e-07
15,0.32122424244880676,0.9353653788566589,0.4316402077674866,0.8935941457748413,1.5240259187976335e-07
16,0.32292842864990234,0.9345126152038574,0.4062846302986145,0.9026474356651306,1.2096103318981477e-07
17,0.3114128112792969,0.9405380487442017,0.3875674903392792,0.9087675213813782,1.0838441255600628e-07
18,0.3218776285648346,0.9353598356246948,0.3765955865383148,0.9124447107315063,1.0335376288139742e-07
19,0.3213692307472229,0.9348013401031494,0.3726844787597656,0.9141616821289062,1.0134150585372481e-07
20,0.31741511821746826,0.9372511506080627,0.3711109459400177,0.9156869649887085,1.0053660304265577e-07
21,0.317670077085495,0.9360079765319824,0.36947882175445557,0.9168866872787476,1.0021464191822815e-07
22,0.3161306381225586,0.9380021095275879,0.3692326247692108,0.91724693775177,1.0008585604737164e-07
23,0.3236267566680908,0.9334883689880371,0.3691076338291168,0.9173705577850342,1.0003434169902903e-07
24,0.31335824728012085,0.939399242401123,0.36892664432525635,0.9176118969917297,1.0001373595969199e-07
25,0.31158146262168884,0.9401031136512756,0.36912795901298523,0.9175621271133423,1.0000549366395717e-07
26,0.3178219497203827,0.93619704246521,0.3692202568054199,0.9174953699111938,1.0000219674566324e-07
27,0.31845617294311523,0.9360631704330444,0.36919641494750977,0.9174900054931641,1.0000088224160208e-07
28,0.31711545586586,0.9376675486564636,0.36944928765296936,0.9175286293029785,1.0000034933455026e-07
29,0.3148232400417328,0.9384119510650635,0.36931487917900085,0.9173924326896667,1.000001432771569e-07
30,0.3190096616744995,0.9362213015556335,0.3690151274204254,0.917624831199646,1.000000580120286e-07
31,0.32015523314476013,0.935293972492218,0.3686392307281494,0.9177807569503784,1.0000002248489182e-07
32,0.32090237736701965,0.9353097677230835,0.3688241243362427,0.9175534248352051,1.000000082740371e-07
33,0.3186407685279846,0.9360498189926147,0.3687213361263275,0.9176570177078247,1.0000000116860974e-07
34,0.31470420956611633,0.9386225938796997,0.3685028553009033,0.9176726937294006,1.0000000116860974e-07
35,0.3137438893318176,0.9387959241867065,0.3683222532272339,0.917768120765686,1.0000000116860974e-07
36,0.3159751892089844,0.9376162886619568,0.36905014514923096,0.9175136089324951,1.0000000116860974e-07
37,0.31309881806373596,0.9389586448669434,0.3687327206134796,0.9177228808403015,1.0000000116860974e-07
38,0.31815305352211,0.9366369247436523,0.369168221950531,0.9176380038261414,1.0000000116860974e-07
39,0.30986860394477844,0.9405739307403564,0.36903655529022217,0.917424201965332,1.0000000116860974e-07
